,id,label,tweet,degree of profanity
16049,16050,1,  1 lmfao no nonwhite people can be bigots and prejudiced but  is a system of oppressi ,0.05
16054,16055,1, comment on  reveals once more the disgusting reality of  and stupidity in  circle trump,0.0
16058,16059,1,hey carl paladino looks like youre fired  ,0.0
16082,16083,1, then what is it ,0.0
16086,16087,1, white fragility why its so hard to talk to white people about  ,0.0
16102,16103,1,i agree that hrc wouldnt have won the popularvote wo ca much in same way trump wouldnt win wo the  ,0.0
16151,16152,1,  is good place to sta learning abt how one person can be a  amp bigot mtvwhiteguys,0.0
16172,16173,1, hey   a 14000 ivanka bracelet do you feel good profiting from xenophobia misogyny hatred ,0.0
16173,16174,1,  if i cud  this 1000x i wud blackonblack   ris2016 antiblackness dogwhistle blacklives,0.0
16178,16179,1,instagrams bestfeature when you dont want to read stupid  childish rude comments  ,0.07
16189,16190,1,msnbc cnn amjoy joe biden i want to thank trump for unmasking americas  ,0.0
16191,16192,1,  congressman  hangs this picture nations capitol he should volunteer to be hu ,0.0
16222,16223,1, allahsoil the problem is that theres no space for alternative explanations   emiratis 201,0.0
16227,16228,1, kkkblm  same nazi scum from hitlerjugend different color of skin but same leftist amp dem ideology ,0.16
16237,16238,1,  this stupid idea that trump is a fascist and  and will destroy the usa has gone too far obama is a terrorist,0.12
16244,16245,1,if you are pa of the 642 mil who rejected putinschoice boycott his business  amp hatred must be stoppe ,0.0
16257,16258,1,fuck donald trump he will never be my president opkkk optrump  illegitimate oligarch plutocrat  shill ,0.06
16264,16265,1,people arent protesting trump because a republican wonthey do so because trump has fuhered  amp ,0.06
16268,16269,1,  the 14th amendment  blm discussed here thanks     ,0.0
16273,16274,1,she resigned today from the chaer school texas  justicereform ,0.0
16293,16294,1, tbt    young women     relevant read for all women in journalism ,0.0
16332,16333,1, a giant version of the flag of rebellion sedition and  flapping in virginia on i95n ,0.0
16356,16357,1,the italian fascist carlpaladino needs a lobotomy in 2017 thats my wish perhaps then hell realize yes carl you are a bigot amp ,0.04
16387,16388,1,put on your big girl panties pandy asses ,0.22
16399,16400,1, america isnt racist their are a plethora of reasons for someone not to like obama youre ignorant in many fashio ,0.05
16414,16415,1, ag pick jeff sessions scrubs racism from recordeven tho he once argued this is a felony trumpsamerica   ,0.0
16446,16447,1,  has happened far too often  ,0.0
16449,16450,1, allahsoil one infamous maneuver has affectionately been baptized the saudi sweep     ,0.0
16467,16468,1,    nope still struggling to see either  or  in that observation,0.0
16509,16510,1, everytime i wear soccer shis joie fries me and says i look mexican as fuck  ,0.11
16512,16513,1,holiday fun socially relevant podcast celebrates 70 bewitched xmas ep   ,0.0
16522,16523,1,why are white people expats when the rest of us are immigrants socialclass money  privilege ,0.0
16551,16552,1,8 presidents same policy on israeli settlements but only obama is slammed as a treacherous antisemite  ,0.06
16559,16560,1, you might be a libtard if libtard  sjw liberal politics ,0.08
16560,16561,1,are you hispanic amp feel like the  are stomping  you listen  retweet boricua ,0.0
16573,16574,1,are you hispanic amp feel like the  are stomping on you listen  retweet boricua miami newyork losangeles,0.0
16603,16604,1,carlpaladino made  vile remarks about presidentobama amp micheleobama  trump and his deplorables must go ,0.0
16621,16622,1, israel   this is  and the rape of land that is not theirs at all  freedom for palestine   ,0.08
16638,16639,1,  remark is racist even if only uttered to his wife carlpaladino should not be involved with anything to do with education,0.04
16645,16646,1,carl paladino is a former trump campaign official unpresidented  trump ,0.0
16652,16653,1, snatch that wig off james brown head amp get her out  ,0.07
16656,16657,1,its time to end  now days of our lives live shyan selah cafenoirproject ,0.0
16666,16667,1,cutsie logic but wrong if you know construction you can build bridges and walls give trump a chance hate is for ,0.0
16668,16669,1, allahsoil the cold war was fought over oil   teambts teamsuperjunior  ,0.0
16680,16681,1,italians werent coming from a country were women were stoned and they didnt entered illegally proimmigrant b ,0.06
16705,16706,1, yup i concur as do nearly 3 million voters ,0.0
16712,16713,1,the 4th remake of hi5 doesnt have the token asian chick    carolsbycandlelight,0.07
16714,16715,1,   thoughts on female fighters dolled up in  promotions ,0.0
16722,16723,1,  welcome to 2016 looks like 2017 is going to be as full of batshit dumb sjws as 2016   dumb notracist ,0.08
16733,16734,1,texas man kills latina stepmom for celebrating cowboys win  newswithed  ,0.08
16735,16736,1,black genius v white supremacy are you missing the action the freemasons being taught a lesson about  ,0.05
16741,16742,1, this nonsensical hatefilled wordsalad wb funny if it werent so sad   bigotry notmypresident ,0.0
16755,16756,1,listen to  discuss why boys engage in sexualbullying   harassment   ,0.0
16768,16769,1,theresistance notmypresident not ever treason  narcissist  gaslighting ,0.0
16782,16783,1,jeffsessions omits decades of records for his ag confirmation hearing  dont do as i do  ,0.0
16799,16800,1,putin amp netanyahou have been talking on the phone  whats the  thug obama think about that  oh who ,0.05
16803,16804,1, allahsoil we think of cultures as separate and distinct from one another     ,0.0
16808,16809,1,aleppo orlando  syria  trump  war berlinattack   inequality   bagdad  nice  paris  there is nothing to celebrate getreal,0.0
16810,16811,1,donald   putins butt buddy and a commie ,0.2
16818,16819,1,if youre gonna steal my shit at least have the common couesy to steal it right ,0.06
16825,16826,1, blacklivesmatters lanasprayberry another  in a position of authority has got to go blacktwitter ,0.0
16847,16848,1,dont miss this miriam herschlags blog haim yavin my ass  via   journalism,0.07
16855,16856,1,racism in muslim societies by dr eren tasar of   teaching islam sblaar16 ,0.07
16871,16872,1, please resign from the  school board ,0.0
16876,16877,1,newyearseve factophobia ale with people in 2017 whose use following words islamophobia  feminism culturalenrichment,0.0
16905,16906,1,disgrace  ashamed that this person is a fellow newyorker  ,0.0
16924,16925,1,seems like  canadianvalues are ignoring reality dividing amp weakening hate amp  science cdnpoli ,0.0
16931,16932,1, if you are one of the 642 mil americans who rejected   bigotry amp hatred fly your flag half mast on jan ,0.0
16933,16934,1, you might be a libtard if libtard  sjw liberal politics ,0.08
16972,16973,1,want a lesson in  and hypocrisy imagine if obama had 5 kids by 3 different women and bragged about grabbing pussies donaldtrump,0.04
17013,17014,1, racist schools are teaching students that whiteness is a problem  ,0.08
17016,17017,1,this should have been enough 2 just say no notmypres wtf2016 neverump unpresidented bigot   ,0.0
17036,17037,1,wtf    propaganda  rant by  inveed aussie flag wmuslim cresc ,0.13
17040,17041,1,islam against racism  press tv   ,0.0
17051,17052,1, you might be a libtard if libtard  sjw liberal politics ,0.08
17067,17068,1, obamajarretts who agenda was to destroy everything good about this country and inflict even bit of hate ,0.05
17083,17084,1,good morning bud and breakfast marijuana unleashed at ibooks   ,0.08
17103,17104,1,  please retweet this is an impoant issue that needs to be discussed nojustice  loserpizza,0.0
17116,17117,1,today 1000 s   pornstars   ,0.0
17137,17138,1,pay porn free video  jokes about women ,0.11
17150,17151,1,trump trumps love trump donaldduck sweetpotato bigotry  mustfall rachelmaddow rhashtags epitomeofsorrow defineepitome,0.0
17156,17157,1,  when i asked the sales assistants if they heard they quickly copped outhmm i wouldnt be surprised they said,0.0
17174,17175,1,are you hispanic amp feel like the  are stomping  you listen  retweet boricua ,0.0
17180,17181,1,wow  was a real  at times back in the day on smackdown unitedstateschampion uschampion sdlive great more illegal talk,0.05
17208,17209,1,  2016 is still alive  black man is forced into coffin by white south africans ,0.06
17269,17270,1, please retweet video that sparks outrage white officer arrested black mother after littering argument   ,0.06
17280,17281,1,are you hispanic amp  like the  are stomping on you listen  retweet boricua miami ,0.0
17315,17316,1,mud radio2 songwords showmeyoureawoman  omg anyone listened to the words to this seventies classic signofthetimes ,0.06
17317,17318,1,more insults get off my tl you jew hating  piece of shit   ,0.12
17323,17324,1,racism at home and anti advice for others were good at both ,0.0
17336,17337,1,sea shepherd suppoers are racist   antiracism seashepherd ,0.1
17408,17409,1,uk 2016 expressed as a photo euref brexit  ,0.1
17415,17416,1, why do u have to take the king to win chess why not the queen  downwiththetriarchy thefutureisfemale,0.0
17423,17424,1, freedownload a peek of nyc  here  then come back to holier than moi,0.0
17434,17435,1,virginia kkk leader were not racist were just misunderstood christians trumpracist  trumpconaist  ,0.13
17453,17454,1,msg of hope for newyear a business to end  endof2016 tedtalks tedatibm   ,0.0
17490,17491,1,this video was censored by youtube  for hate speech  enjoy maga  everythingisracist triggered ,0.0
17511,17512,1,kicking off about robbiewilliams acting slutty on bbc littlemix do it every time and no one bats a lid  against men ,0.04
17512,17513,1,priyankachopra was subjected to  and she fought back hard  hollywood   quantico   bollywood ,0.0
17525,17526,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
17584,17585,1,most  country argues over different shades of black     ,0.07
17587,17588,1,great speech war veteran  iraq war profit  military invasion,0.0
17608,17609,1,whos that uglylady ,0.0
17618,17619,1, new video  super mario run is sexist  christmas ivankatrump manspreading ,0.0
17621,17622,1,thats harsh  even in these post brexit  xenophobia   times  what next a charity called send the bugg ,0.0
17635,17636,1,black dad puts  baby mama on blast after he takes their biracial daughter to get braids ,0.06
17651,17652,1,racists never ceased to rant in 2016  ,0.0
17689,17690,1,joemixon espn minnesotavikings and it goes without saying hes a homophobe too  sucklahoma oab ,0.0
17705,17706,1,allahsoil the term jihad is a highlycontested concept      teambts teamsuperjunior ,0.06
17708,17709,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
17749,17750,1, hidden  in america is as rampant as blatant racism     ,0.0
17762,17763,1,as if reel are letting girls in first and theres a massive queue for guys ,0.06
17763,17764,1,      smileyong along with kingconrad  make me go through hell     ,0.05
17782,17783,1,marijuana prohibition was  from the sta  detroit mi atlanta tennessee alabama georgia florida utah,0.06
17823,17824,1,are you black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
17844,17845,1, allahsoil neoliberalism prioritized money and oil over pretty much everything else     ,0.0
17857,17858,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm 12 ,0.0
17918,17919,1,the latest the zurich times  ,0.0
17926,17927,1, if a negro is good he is allowed to go to heaven as a servant for all eternity according to mormonism mormonis ,0.08
17937,17938,1,a giant version of the flag of rebellion sedition and  flapping in virginia on i95n ,0.0
17963,17964,1,bout to play  the game lol,0.0
18034,18035,1,shocker soros funded causes no matter how  r ok but criticism of leftard policies hypocrisy is not ok ,0.0
18079,18080,1,antiislamist rally organiser neilerikson shown laughing at death footage  auspol rwnj tinfoilhat ,0.07
18109,18110,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
18111,18112,1, why is it illegal to show topless photos of women but legal to write  comments stopracism facebook ,0.1
18119,18120,1, black and brown women being intersectional means we see the bus before we get thrown under it  whitefeminism ,0.05
18132,18133,1,cleveland police union overwhelmingly endorses trump for president  cleveland kkk klan love trump  ohio,0.12
18137,18138,1, whats the difference between a jew and a pizza  a pizza doesnt scream in the oven  jokes jewishjoke,0.05
18144,18145,1, koreans amp joseon people in japan will abuse the  for claims of own rights by rough demo ,0.05
18147,18148,1,axed from cbc2017 after  comments celebrity who is she ,0.0
18156,18157,1,carlpaladino ahole extraordinaire  this guy is a trump hero of course gop  fascismo wishes obama de ,0.05
18176,18177,1,  auspol race  culture wars by other means ,0.0
18188,18189,1,  is defunding aboion and sending you to the inauguration  ,0.0
18190,18191,1, now you wanna mock my country bc you have no pt libtards are the most s of allbc its not  if ,0.0
18199,18200,1, school board seeks to oust member for  jabs at obama ,0.0
18201,18202,1,a victim cant victimise the oppressor we have no economic power so no black people cant be racist ,0.11
18205,18206,1, australia and japanese whaling      opkillingbaythecove  boycottaustralia,0.08
18206,18207,1,rise up today is out  stories of police brutality from    police ,0.0
18231,18232,1, fucking di bag notmypresident fucktrump sexualpredator  liar incompitent orange delusional divider moron,0.14
18232,18233,1, intercourse video men and women japanese armpit hairly nude picture,0.27
18238,18239,1,republican trump buddy whos rabid racist cant figure out whats wrong wsaying violently hateful things    ,0.11
18245,18246,1, wow blackpeople in harlem are worried bout whitepeople and latinos moving in if that was reversed it would be called ,0.0
18267,18268,1,word factory race denial prevents healing southafrica leadership transformation inequality  9 ,0.0
18281,18282,1,salt lake tech workers experience least racism survey says  deseret news   ,0.0
18282,18283,1, you might be a libtard if libtard  sjw liberal politics ,0.08
18315,18316,1, you might be a libtard if libtard  sjw liberal politics ,0.08
18352,18353,1, police being horribly hyperviolent in their raids  acab ,0.0
18366,18367,1,one powerful picture it takes great humanity and kindness to save the life of someone who hates your existence ,0.0
18392,18393,1,bustyescos  haha really great    ,0.0
18412,18413,1,its time to end  now days of our lives live shyan selah cafenoirproject ,0.0
18416,18417,1, allahsoil not all westerners are islamophobes     emiratis 2016in4words ,0.0
18435,18436,1,  here is some metrics for ya cowboy  now stop fakenews  hate fear nonsens ,0.06
18460,18461,1,my boss fired me due to alleged  i told him i hated everyone honestly how much more committed to equality does he want me to be,0.0
18464,18465,1, fuck donald trump he will never be my president opkkk optrump  illegitimate oligarch plutocrat  shill ,0.05
18487,18488,1, i would hope so i cant imagine anyone educated who isnt actively  or utterly amoral voting for treasonoustrump though,0.0
18493,18494,1,are  black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
18497,18498,1,content abuse pedophilia stalking harassment gaslighting ableism  threats suicide nsfw self harm rape incest,0.33
18505,18506,1,true wife sex stories  chick gets fucked ,0.22
18538,18539,1, realitycheck policing in america from a cop  audiblechannels policebrutality   socialjus,0.0
18544,18545,1, this is our time to fightback against evil men such at donaldtrump and his  homophobic and ego peacein2017,0.0
18549,18550,1,arc 5 week class on  amp education mon 630 pm 70 sliding scale  cambma harvardsq justice workshop,0.0
18555,18556,1,ohhhh so people really do think that because you are in an interracial relationship ampor have childrenofcolor you opt out of ,0.05
18600,18601,1,from racism to resource development here are the political stories inuit watched in 2016  ,0.0
18617,18618,1,yup i concur as do nearly 3 million voters ,0.0
18629,18630,1,are you black amp feel like the  are stomping on  listen  retweet tampa miami ,0.06
18635,18636,1,jessica want christmas bdsm         cam,0.08
18637,18638,1,terry bradshaw amp george karl at very least insensitive remarks at most racist re melo and mike tomlin trump emboldened ,0.05
18651,18652,1,newyearseve skynews presenter to asian woman in edinburgh what brings you here asian woman i live here ,0.11
18661,18662,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
18682,18683,1,fascism doesnt arrive doing a nazi salutbut in a sharp suit altright  richardspencer trumpism dkpol ,0.06
18746,18747,1,i almost always trust brazilians ,0.0
18747,18748,1,not to sound  but  has her looks to fall back on unlike nunes good luck 2 both,0.0
18785,18786,1,heres a collection of our coverage of womenrelated issues  womensissues gender equality ,0.0
18817,18818,1,are you black amp feel like  are stomping on you listen  retweet tampa miami ,0.06
18818,18819,1,the uk governments new antisemitism definition conflates  with valid criticism of israel  opendemocracy ,0.12
18837,18838,1, president jimmy caer leaving his religion due to  ,0.0
18838,18839,1,there is only one requirement for the job of the us president being male stillwithher hillaryclinton neverump ,0.0
18855,18856,1,pa 2 of trumps tweets after his  coulda won if i wanted 2 now using putin to project his anger cuz we hate him ,0.0
18858,18859,1, i thought she had 72 assistants gladshesgone  nohope,0.0
18875,18876,1,based on recent commercials from state farm and old navy omarosas choice is clearly  ,0.0
18885,18886,1,it impossible to be  and hateful of someones skin color or social status or gender and believe in god,0.1
18918,18919,1,reject  news  amwriting southafrica politics libearian,0.12
18936,18937,1, is whiter than kevin federline    ,0.0
18950,18951,1, racism at home and anti advice for others were good at both ,0.0
18952,18953,1,silveragatka had to screenshot amp share these snaps from michaelacoel its an impoant message  colou ,0.0
18954,18955,1,priyankachopra was subjected to  and she fought back hard  hollywood   quantico   bollywood ,0.0
18962,18963,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm gt6 ,0.0
18968,18969,1,the latest the eu tweet daily  thanks to   healthy,0.0
18987,18988,1, you might be a libtard if libtard  sjw liberal politics ,0.08
19000,19001,1, allahsoil hitler fought the battle for noh africa over access to oil       teambts ,0.1
19004,19005,1, thats because hate  bigotry and greed is the new religion  makeamericagreatagain trump goppropaganda,0.0
19016,19017,1,i wish you amp your family a very happynewyear lets work together to remove povey xenophobia  genderinequality from the world,0.0
19028,19029,1,sexy cora porn  black girl porn ,0.5
19033,19034,1,if you are hispanic black asian a nonracist white other minority dont serve in military while  in power cnn msnbc retweet,0.14
19051,19052,1,  sea shepherd suppoers are racist   antiracism seashepherd,0.09
19056,19057,1, sad that there is so much hatred towards jews in eu amp xians in me remember xians of kenya nigeria ,0.0
19072,19073,1,most recent criminal negligence by authorities in health amp detention staff caused death of msdhu amp faisal ,0.11
19093,19094,1,is verizon being  or what having the mens moto 360 on sale  and not the womens  poweothewomen ,0.0
19095,19096,1, i hate you with all of my being corruption bankrupt  buttholemouth  whiteprivelage daddygavemeamillion,0.06
19115,19116,1,are you hispanic amp feel like the  are  on you listen  retweet boricua miami ,0.0
19122,19123,1,black upenn freshmen added to racist social media account with daily lynching calendar  ,0.13
19145,19146,1,  is this what your university stands for  hate ignorance stupidity lies mdcollege ,0.06
19155,19156,1,hot new release swiftly sharpens the fang  radicalisation revenge  preorder 99c ,0.0
19161,19162,1,       why would i take down my avitar  why are you projecting hate n  ,0.0
19165,19166,1, no joke im tired of celebrities acting like im threatened by them leaving also theyre too  to move to mexico,0.0
19179,19180,1,you see the driver amp i were talking about africans who speak english fluently but this moron who just got on thou ,0.04
19197,19198,1,  of course a person would have to be open to educating self about systemic how they can be ,0.0
19203,19204,1,spos illustrated girls naked  sex videos ,0.38
19210,19211,1, when you say you make mediocre videos youre being way to flattering  why so  though  ,0.0
19220,19221,1, allahsoil its up to us as consumers to hold the media accountable    teambts  2016in,0.0
19224,19225,1, quotes about women kingfisher girls xxx ,0.25
19234,19235,1, the main stream news media like  was busily covering a small hand  misogynist  to notice,0.0
19280,19281,1, dear    please define systemicracism and economicapaheid  what do you and or da intend to do to add ,0.0
19292,19293,1,ifyousawinyouwhatisee you would believe the accusations regarding your father  ,0.0
19311,19312,1,   only a racist would segregate people like you do ,0.08
19313,19314,1,mixed race couples still face  in australia ,0.0
19326,19327,1, the kind of  we can expect in trump amrica,0.0
19334,19335,1,sikh temple vandalised in in calgary wso condemns  act   ,0.0
19338,19339,1,wish i was black  i could have lots of feminists shut down for  amp homophobia,0.06
19352,19353,1,you are invited you  can help700 actions for peace povey   sept 1625  ,0.0
19368,19369,1, allahsoil like all religions islam can be a strong unifying force    teambts teamsuperjunior ,0.0
19385,19386,1, white girl has sex with black guy best world sex ,0.25
19387,19388,1,   so what jewish kwanza jehovas witness bigot ,0.09
19396,19397,1, commercial showing interracial couple attacked by  amerikkka suppoers  ,0.08
19401,19402,1,this is how morgan freeman responded when asked how do solve racism morganfreeman  commonsense ,0.0
19406,19407,1,so sick of all the preprogrammed hillbots rhetoric enough already how about unity patriotism and love for fe ,0.05
19417,19418,1,just saying they would have let a guy fall to the ground and get wailed on for 10 seconds before calling the fight  ,0.04
19431,19432,1, lanasprayberry should be fired if she thinks choking a child and the wrongful arrest of the parent is acceptable ,0.0
19457,19458,1,cnn calls michigan middle school build the wall chant  tcot  ,0.0
19490,19491,1,save the date 142017 sourcenation live wed 8 thependulum  newshow  policebrutality ,0.0
19492,19493,1, you might be a libtard if libtard  sjw liberal politics ,0.08
19495,19496,1,prolapsed pussy  and women ,0.17
19516,19517,1, men dont think misogyny is an issue the way white people dont think  is an issue  try listening instead ,0.0
19524,19525,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
19541,19542,1,if you think about it you are the  one  we love  ,0.0
19557,19558,1, girls in the world natt chanapa nu sex fuck ,0.27
19558,19559,1,   it and expose me do it you mean nothing to me expose me as the racist you say i am i am waiting ,0.04
19573,19574,1,are  black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
19589,19590,1,this is the type of  trash trump and paladino attract dumbfuck ,0.08
19590,19591,1,keep these conversations going at school and home  we need to create the space and time and commit to help them ,0.0
19612,19613,1,   you mean this guy teammichaelpalage teamcancer  ,0.0
19623,19624,1, your fall is going to be a thing of wonder resist narcissist  psychopath  mysoginist  clown happynewyear2017,0.0
19626,19627,1,trump campaign official wants michelle obama to be let loose to live with african apes  notmypresident ,0.06
19638,19639,1, 2016 review by  shows churchs response to immigration  politics amp mercy ,0.0
19651,19652,1,  oh my god triggered,0.17
19658,19659,1, ppl wait for 10 hrs  airpo miss connecting flights put them on flights 24 hrs later a ,0.0
19677,19678,1,  its vital to address porns influence when discussing  sexual abuse and demeaning language about women ht,0.11
19705,19706,1,stop lying about keithellisons 11 years with an antisemitic hate group  keithx dncchair antisemitism ,0.0
19732,19733,1, homicides rose in most big cities this year  the wall street journal povey  inequity illegalguns  ,0.0
19744,19745,1, amp the  democraticpay keeps telling me that blm but i see chicago detroit amp every other innercity in america,0.0
19745,19746,1,ohio trump campaign chair kathy miller should have said i didnt have to hear about  before obama  ,0.0
19777,19778,1,its already happening   has given russia more reasons to be jolly hacking  fraud ,0.06
19779,19780,1,ed op not being a racist isnt enough  heres why   ,0.07
19807,19808,1, allahsoil most deaths caused by islamic extremism occur in civil wars not terror attacks     rac,0.05
19819,19820,1,   lolol  not a leb either   cow,0.0
19832,19833,1,the racist truth about canadian immigration  cdnpoli lpc canpoli  canada,0.17
19836,19837,1, u lose ur right 2 call others racist after a tweet like this what a hypocrite  whitegenocide ,0.05
19857,19858,1,  you stupid  mfs who discredit white privilege this is it dummies no texas law allows choking kids msnbc,0.05
19891,19892,1, w props jesus was not black nor was he white those who promote the hateful  biggotry need to be called vile scum,0.12
19896,19897,1,great  country australia and israel  australian opkillingbayseashepherd  israelikpop kpopdance ,0.15
19912,19913,1, jews christians and muslims all believe that good will prevail   emiratis ,0.0
19916,19917,1,1 black cant be racist 2 have seen how a white woman acts when she doesnt get her way its a perfect metaphor ,0.08
19931,19932,1,sexist slant in media representation of women needs to change  slant media representation women needs ,0.12
19937,19938,1,reject  news   my latest amwriting aicle on ,0.09
19949,19950,1,a reson why so many muslims might be   ,0.0
19966,19967,1,   says a president elect that calls americans enemies  hateful ignorant,0.0
19975,19976,1,thanks to all those  dead white dudes from europe  aint a nigga in da list blm rapechucktodd ,0.1
19987,19988,1,we live in a country where many think this first lady is less vulgar than a black first lady  trump ,0.09
19994,19995,1,the latest the cognizant blogger  thanks to    fostercare ,0.0
20013,20014,1,this basically sums up what brexit means britains  eurosceptic  xenophobic isolationist tribalism ,0.0
20021,20022,1,  you have no balls lumpy my girl was spot on lumpy tony says i am a  prove it lumpy bwahahahahaha,0.04
20033,20034,1,  so wonderful to see an intelligent woman stand her ground against a condescending  jerk,0.06
20035,20036,1, all bodies are equal  bodyimage body appearance women  nudity naked naturism beauty nudist ,0.12
20045,20046,1,white nationalist leader reveals 5 of his most horrifying hopes for america  usa  haters ,0.0
20048,20049,1,trump ally wishes mad cow disease death for obama  cnn  hatred insults  ,0.19
20057,20058,1, did you ever think we call him names because its true conman traitor draftdodger  coward ,0.0
20060,20061,1, flashbackfriday racist democrats falsely accuse latina nominee amp raid her business  just to embarrass gop prez who ,0.05
20063,20064,1, after trump is the media normalizing the kkk  alternet  ,0.08
20064,20065,1,the immature  is just trying to make a fool of    xenophobe immature moron ,0.06
20085,20086,1, so had the right idea in how to deal with her nasty  ,0.07
20092,20093,1, in pueorico environmental injustice and  inflame protests over coal ash   ty ,0.0
20121,20122,1,carlpaladinos  comments about the obamas make him a late contender for the most loathsome character of 2016 ,0.0
20136,20137,1, so i guess that white women arent to blame how does that work again    propaganda alllivesmatter,0.05
20138,20139,1, ouch woow   sexy      ,0.08
20161,20162,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
20214,20215,1, new law makes it acceptable to clip racist cab drivers round the ear  satire  ,0.06
20219,20220,1,could it be that systemicracism is impossible real acts of racism is easier to stand up to  unfounately you ,0.0
20222,20223,1,in the case of the commonwealth of the internet vs  the evidence proved him guilty of antisemitism   and misogyny,0.0
20259,20260,1, stop this ,0.0
20263,20264,1,  you go girl maga ,0.0
20269,20270,1,mtv went fullretard on  video nzpol auspol merkel retard for hispters mansplaining svpol theview ,0.06
20277,20278,1, video shows white texas cop arresting black mother who repoed assault on her son   bla,0.11
20283,20284,1,why is comedy so  because comedians are  ,0.0
20289,20290,1,so when is the next klan meeting  ,0.11
20294,20295,1,the pros and cons of marrying an irishman  omg a sexist aicle on men amp can only add to ongoing irish ,0.09
20322,20323,1, i repeat very concept of blackvote hispanicvote womenvote malevote  to only talk about womenvote e,0.0
20323,20324,1, fuck you you homophobic  misogynistic xenophobic whitesupremacist you may have fooled some but not the majority,0.06
20361,20362,1,  2nites church service look  back of ur bible 4maps where biblical events took place jesus amp his disciples r ppl of color ,0.15
20380,20381,1, nick cannon speaks out against the systemic  of   via  alllivesmatter unbo,0.0
20412,20413,1,please repo him   ,0.0
20419,20420,1,just learned that therere men who find breast feeding repulsive amp some of those are fathers does that makes any sense whatsoever ,0.04
20423,20424,1,  you either call me eyetalian joke on my nationality or african ape youre not atheist ,0.06
20427,20428,1, your comments about  mrs obama are offensive and fuher confirm that you are a racist jackass  idiot ,0.14
20434,20435,1,you might be a libtard if libtard  sjw liberal politics ,0.08
20464,20465,1, delta is under fire after youtube prankster is removed from a flight for speaking arabic  ,0.06
20501,20502,1,ending 2016 smoking reefers going crazy and listening to negro music eat that mr anslinger cannabis  swingtanzenverboten,0.06
20521,20522,1, awesome black man gets kkk members to disavow by befriending them   blacklivesmatter,0.13
20541,20542,1,boys play sex  womens ,0.17
20553,20554,1,opinion  is rife in the lgbt community gay people cant demand equality while discriminating themselves ,0.06
20575,20576,1,you all look like 6yearolds posting dictionary definitions of  amp acting as if that proved some point,0.0
20628,20629,1, porn videos free nude beach photo ,0.25
20640,20641,1,tyler perry says backlash over his tlc show is reverse racism  ,0.0
20651,20652,1,you might be a libtard if libtard  sjw liberal politics ,0.08
20654,20655,1, we might be going to hell but were not surprised at versace  ,0.07
20667,20668,1,us msm barrackobama  trump vedic astrology predictions 2017 us president donald trump ,0.0
20668,20669,1,   because trump is a fascist amp a   bigot misogynist  sexualpredator all proven by his words,0.0
20675,20676,1, f this   government that deliberately toures refugees we just had a coronial inquest into hamids death amp busi,0.05
20732,20733,1, go fuck yo own  assholes  dumb mafuckas   ,0.23
20746,20747,1,the reality is that the tech industry is made of regularass people tech discrimination  ,0.0
20776,20777,1,why is 4 whores on ring of fire   misogyny,0.18
20787,20788,1, allahsoil most deaths caused by islamic extremism occur in civil wars not terror attacks  ,0.06
20801,20802,1,remember this   camber sands deaths blamed on victims culture by council   rother,0.0
20803,20804,1, who breathes through a wave maybe you need to resilience   ,0.0
20813,20814,1, a dystopian tale of  radicalisation amp revenge  preorder for 99c99p ,0.0
20819,20820,1,i work in the ellicottsquarebuilding in buffalo owned by  garbage person carlpaladino heres where he li ,0.0
20828,20829,1,the nc monster law made by republican lawmakers that disenfranchised black voters with near surgical precision ,0.12
20887,20888,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
20912,20913,1,17 crazy things women couldnt do in 1960  complementarianism  complementarian,0.0
20915,20916,1,newyear wish list of  cretin carlpaladinoelection cochairman of presidentelect trump on mrampmrs ,0.0
20971,20972,1, you areclueless buddy regarding long standing american policy you comments are reflections of ignorance and  ,0.06
20977,20978,1,  ya he is a real winner  loser,0.1
20982,20983,1, woman gets shagged by black man adult riders ,0.2
20983,20984,1,scrutinize savor amp dispose unbelievable chosen headlines in revolution against racism humanity  ,0.0
20993,20994,1, how to defeat ugly prejudice lgbt  life business  ,0.08
21031,21032,1,great aicle about finland whiteness  and equality ,0.0
21033,21034,1,    typical lying leftist thats slander of a grp  christians dont kill 4 christia,0.06
21043,21044,1, allahsoil the crusader west vs islamic terrorism is a popular sequel to capitalism vs communism ,0.0
21121,21122,1,us ambassador says zionism is form of  israelisettlements illegalisraelisettlements terrorism ,0.0
21122,21123,1,f this   government that deliberately toures refugees we just had a coronial inquest into hamids death amp business as usual,0.05
21155,21156,1, the major kind of  that people arent talking enough about  via  environmental ,0.0
